id,link,source,type,title,summary,content,publishDate,tags,author,category,image
11,https://readwrite.com/99bitcoins-launches-anticipated-crypto-presale-raising-over-1-million/,ReadWrite,News Article,"‘99Bitcoins’ Launches Anticipated Crypto Presale, Raising Over $1 Million","99Bitcoins has officially launched the presale of their 99BTC token on April 10th. In just around 4 weeks, the presale… Continue reading ‘99Bitcoins’ Launches Anticipated Crypto Presale, Raising Over $1 Million
The post ‘99Bitcoins’ Launches Anticipated Crypt…","99Bitcoins has officially launched the presale of their 99BTC token on April 10th. In just around 4 weeks, the presale raised over $1 million and the token is already being advertised on a multitude … [+3462 chars]",2024-05-06T12:31:55Z,N/A,Petar Jovanović,N/A,https://readwrite.com/wp-content/uploads/2024/04/99bitcoins-.png
12,https://readwrite.com/wienerai-raises-over-1-million-in-crypto-presale-as-analysts-highlight-wais-potential-next-meme-coin-to-watch/,ReadWrite,News Article,‘WienerAI’ Raises Over $1 Million in Crypto Presale as Analysts Highlight WAI’s Potential – Next Meme Coin to Watch?,"A new meme coin called WienerAI launched its crypto presale on April 25th, and in a feat, it has already… Continue reading ‘WienerAI’ Raises Over $1 Million in Crypto Presale as Analysts Highlight WAI’s Potential – Next Meme Coin to Watch?
The post ‘WienerAI’…","A new meme coin called WienerAI launched its crypto presale on April 25th, and in a feat, it has already raised over $1 million in just a matter of days.
This quirky project, blending artificial int… [+4857 chars]",2024-05-06T14:53:33Z,N/A,Petar Jovanović,N/A,https://readwrite.com/wp-content/uploads/2024/04/WienerAI.png
13,https://readwrite.com/rollbit-coin-price-prediction-rlb-token-burn-channel-breakout-next/,ReadWrite,News Article,Rollbit Coin Price Prediction With RLB Token Burn – Channel Breakout Next?,"The Rollbit Coin (RLB) price dipped to just under $0.12 today alongside the wider crypto market decline, with Bitcoin in… Continue reading Rollbit Coin Price Prediction With RLB Token Burn – Channel Breakout Next?
The post Rollbit Coin Price Prediction With R…","The Rollbit Coin (RLB) price dipped to just under $0.12 today alongside the wider crypto market decline, with Bitcoin in the red today.
With a current market capitalization of $335 million, RLB is i… [+5567 chars]",2024-04-29T19:13:23Z,N/A,Arslan Butt,N/A,https://readwrite.com/wp-content/uploads/2024/04/rollbit-coin.png
14,https://readwrite.com/bitcoin-whales-drive-price-above-67000-resistance/,ReadWrite,News Article,"Bitcoin whales drive price above $67,000 resistance","New research suggests that Bitcoin whales have been accumulating the cryptocurrency, keeping the price above a crucial resistance level until… Continue reading Bitcoin whales drive price above $67,000 resistance
The post Bitcoin whales drive price above $67,0…","New research suggests that Bitcoin whales have been accumulating the cryptocurrency, keeping the price above a crucial resistance level until April 24, 2024.
According to data from TradingView, Bitc… [+2172 chars]",2024-04-24T14:56:54Z,N/A,Radek Zielinski,N/A,https://readwrite.com/wp-content/uploads/2024/04/79155949-f7ed-40ad-9e7a-c28f0a2f771e.webp
15,https://readwrite.com/us-presidential-candidate-rfk-to-speak-at-crypto-conference/,ReadWrite,News Article,US presidential candidate RFK to speak at crypto conference,"Independent U.S. presidential candidate known for his pro-cryptocurrency stance Robert F. Kennedy Jr. is set to speak at the upcoming… Continue reading US presidential candidate RFK to speak at crypto conference
The post US presidential candidate RFK to speak…","Independent U.S. presidential candidate known for his pro-cryptocurrency stance Robert F. Kennedy Jr. is set to speak at the upcoming Consensus 2024 crypto conference in Austin, Texas.
Kennedy will … [+2146 chars]",2024-05-08T16:33:01Z,N/A,Radek Zielinski,N/A,https://readwrite.com/wp-content/uploads/2024/05/806b496f-17b5-4227-b8b6-48bfc34eb892.webp
16,https://readwrite.com/new-token-based-degen-club-bdc-pumps-600-on-launch-day-1-4m-mc/,ReadWrite,News Article,New Token Based Degen Club ($BDC) Pumps 600% On Launch Day – $1.4M MC,"New token Based Degen Club ($BDC) token pumped from $200K to an over $1.2M FDV in less than 12 hours… Continue reading New Token Based Degen Club ($BDC) Pumps 600% On Launch Day – $1.4M MC
The post New Token Based Degen Club ($BDC) Pumps 600% On Launch Day – …","New token Based Degen Club ($BDC) token pumped from $200K to an over $1.2M FDV in less than 12 hours of its launch yesterday, a 675% increase.
$BDC currently holds a $1.37M FDV just under 24 hours f… [+2284 chars]",2024-04-24T05:35:11Z,N/A,James Spillane,N/A,https://readwrite.com/wp-content/uploads/2024/04/bdc-token-based-degens-club.png
17,https://readwrite.com/crypto-trader-loses-69-million-to-address-poisoning-scam/,ReadWrite,News Article,Crypto trader loses $69 million to ‘address poisoning’ scam,"A cryptocurrency trader has reportedly fallen victim to a sophisticated “address poisoning” scam, resulting in the loss of tens of… Continue reading Crypto trader loses $69 million to ‘address poisoning’ scam
The post Crypto trader loses $69 million to ‘addre…","A cryptocurrency trader has reportedly fallen victim to a sophisticated “address poisoning” scam, resulting in the loss of tens of millions of dollars.
Address poisoning is a type of fraud where sca… [+2481 chars]",2024-05-06T11:45:17Z,N/A,Radek Zielinski,N/A,https://readwrite.com/wp-content/uploads/2024/05/b456024d-3242-47a8-9a3b-9fc6c67e388d.webp
18,https://readwrite.com/bitcoin-altcoins-dip-on-iran-israel-tensions/,ReadWrite,News Article,"Bitcoin, altcoins dip on Iran-Israel tensions","The past week brought a downturn for both Bitcoin and altcoins, possibly triggered by the macroeconomic implications of the escalating… Continue reading Bitcoin, altcoins dip on Iran-Israel tensions
The post Bitcoin, altcoins dip on Iran-Israel tensions appea…","The past week brought a downturn for both Bitcoin and altcoins, possibly triggered by the macroeconomic implications of the escalating tensions between Iran and Israel over the weekend.
As a result,… [+2636 chars]",2024-04-19T16:10:56Z,N/A,Radek Zielinski,N/A,https://readwrite.com/wp-content/uploads/2024/04/a921c172-c3d1-4b42-a4b7-75e0277367e3.webp
19,https://readwrite.com/chinese-authorities-shut-down-illegal-crypto-service/,ReadWrite,News Article,Chinese authorities shut down illegal crypto service,"Chinese authorities have shut down an underground bank that facilitated illegal currency exchange between the Chinese yuan and South Korean… Continue reading Chinese authorities shut down illegal crypto service
The post Chinese authorities shut down illegal c…","Chinese authorities have shut down an underground bank that facilitated illegal currency exchange between the Chinese yuan and South Korean won, using cryptocurrency as a medium.
Police announced on… [+3465 chars]",2024-05-13T12:27:38Z,N/A,Radek Zielinski,N/A,https://readwrite.com/wp-content/uploads/2024/05/9fe82a1e-70a8-42a2-9c99-976955fd3ccd.webp
20,https://readwrite.com/slothana-meme-coin-presale-ends-monday-airdrop-on-solana-tomorrow/,ReadWrite,News Article,"Slothana Meme Coin Presale Ends Monday, Airdrop On Solana In 20 Hours","Slothana (SLOTH), a Solana-based meme coin, has raised over $15 million in its presale phase, and is set to airdrop… Continue reading Slothana Meme Coin Presale Ends Monday, Airdrop On Solana In 20 Hours
The post Slothana Meme Coin Presale Ends Monday, Airdro…","Slothana (SLOTH), a Solana-based meme coin, has raised over $15 million in its presale phase, and is set to airdrop tokens on the Solana blockchain on Monday, April 29.
The Slothana.com countdown ti… [+3248 chars]",2024-04-28T11:11:10Z,N/A,Petar Jovanović,N/A,https://readwrite.com/wp-content/uploads/2024/04/slothana-airdrop-presale-ends.jpg
21,https://readwrite.com/insanity-bets-launches-1m-presale-giveaway-how-to-join-the-hottest-crypto-contest-of-2024/,ReadWrite,News Article,Insanity Bets Launches $1M Presale Giveaway – How to Join the Hottest Crypto Contest of 2024,"Insanity Bets ($IBET) seizes the attention of the market again. This time, with its massive $1M presale giveaway! By joining… Continue reading Insanity Bets Launches $1M Presale Giveaway – How to Join the Hottest Crypto Contest of 2024
The post Insanity Bets …","Insanity Bets ($IBET) seizes the attention of the market again.
This time, with its massive $1M presale giveaway!
By joining the $IBET presale, early investors stand a chance to win the $1M Insanit… [+4729 chars]",2024-05-13T11:54:20Z,N/A,Eric Dunne,N/A,https://readwrite.com/wp-content/uploads/2024/05/Insanity-Bet-presale--e1715600032370.jpg
22,https://readwrite.com/6-vaneck-meme-coin-index-price-predictions-bonk-doge-floki-pepe-shib-wif/,ReadWrite,News Article,"6 VanEck Meme Coin Index Price Predictions – BONK, DOGE, FLOKI, PEPE, SHIB, WIF","The crypto market entered the weekend facing another correction, and meme coins felt the impact, with top names like Dogecoin… Continue reading 6 VanEck Meme Coin Index Price Predictions – BONK, DOGE, FLOKI, PEPE, SHIB, WIF
The post 6 VanEck Meme Coin Index P…","The crypto market entered the weekend facing another correction, and meme coins felt the impact, with top names like Dogecoin (DOGE), Shiba Inu (SHIB), and dogwifhat (WIF) all down 3-5%.
On Wednesda… [+5176 chars]",2024-05-11T06:20:43Z,N/A,Petar Jovanović,N/A,https://readwrite.com/wp-content/uploads/2024/05/Shiba-Inu-Pepe-2.png
23,https://readwrite.com/gamblefi-sensation-insanity-bets-announces-1m-presale-jackpot-heres-how-you-can-join/,ReadWrite,News Article,GambleFi Sensation Insanity Bets Announces $1M Presale Jackpot – Here’s How You Can Join,"The Insanity Bets ($IBET) presale is hot. A $1 million jackpot further fuels the FOMO around the presale. $IBET resale participants… Continue reading GambleFi Sensation Insanity Bets Announces $1M Presale Jackpot – Here’s How You Can Join 
The post GambleFi S…","The Insanity Bets ($IBET) presale is hot.
A $1 million jackpot further fuels the FOMO around the presale. $IBET resale participants will compete to win the entire $1 million Insanity Jackpot. The mo… [+4529 chars]",2024-05-13T11:55:26Z,N/A,Eric Dunne,N/A,https://readwrite.com/wp-content/uploads/2024/05/Insanity-Bet-presale-1-1-e1715601299146.jpg
24,https://readwrite.com/bitcoin-and-altcoins-prices-pump-as-cpi-report-shows-us-inflation-falls-to-3-4-best-ai-cryptocurrencies-to-buy-now/,ReadWrite,News Article,Bitcoin and Altcoins Prices Pump as CPI Report Shows US Inflation Falls to 3.4% – Best AI Cryptocurrencies to Buy Now,"Today’s CPI report has continued an 11-week trend of data arriving above 3%, leaving traders skeptical about the possibility of… Continue reading Bitcoin and Altcoins Prices Pump as CPI Report Shows US Inflation Falls to 3.4% – Best AI Cryptocurrencies to Buy…","Today’s CPI report has continued an 11-week trend of data arriving above 3%, leaving traders skeptical about the possibility of the figure falling below that number anytime soon. However, the report … [+4334 chars]",2024-05-15T14:57:23Z,N/A,Petar Jovanović,N/A,https://readwrite.com/wp-content/uploads/2024/05/Coinmarketcap-I-1.png
25,https://hackaday.com/2024/05/17/winamp-source-code-will-be-opened-up-company-says/,Hackaday,News Article,"Winamp Source Code Will be Opened Up, Company Says","Recently the company currently in charge of the Winamp media player – formerly Radionomy, now Llama Group – announced that it will be making the source code of the player …read more","Recently the company currently in charge of the Winamp media player – formerly Radionomy, now Llama Group – announced that it will be making the source code of the player ‘available to developers’. A… [+1030 chars]",2024-05-18T02:00:58Z,N/A,Maya Posch,N/A,https://hackaday.com/wp-content/uploads/2020/07/mp3winamp.png
26,https://venturebeat.com/games/solana-labs-teams-up-with-google-cloud-on-web3-games-via-gameshift/,VentureBeat,News Article,Solana Labs teams up with Google Cloud on Web3 games via GameShift,Solana Labs is making a move to bring Web3 gaming to the mainstream with GameShift on Google Cloud.,"Are you looking to showcase your brand in front of the gaming industrys top leaders? Learn more about GamesBeat Summit sponsorship opportunities here. 
Solana Labs is making a move to bring Web3 Gam… [+1057 chars]",2024-05-02T13:00:00Z,N/A,Dean Takahashi,N/A,https://venturebeat.com/wp-content/uploads/2024/05/gameshift.jpg?w=1200&strip=all
27,https://thenextweb.com/news/pussy-riot-lawyer-blockchain-app-legitimacy-russian-elections,The Next Web,News Article,Pussy Riot lawyer launches blockchain-based poll to challenge legitimacy of Russian elections,Russian voters who do not believe the 2024 presidential election was a just affair can now raise their voices via a blockchain-secured and encrypted referendum through the app Russia2024.  This year’s presidential elections in March saw tens of thousands of R…,"Russian voters who do not believe the 2024 presidential election was a just affair can now raise their voices via a blockchain-secured and encrypted referendum through the app Russia2024. 
This year… [+5974 chars]",2024-05-10T13:06:24Z,N/A,Linnea Ahlgren,N/A,https://img-cdn.tnwcdn.com/image/tnw-blurple?filter_last=1&fit=1280%2C640&url=https%3A%2F%2Fcdn0.tnwcdn.com%2Fwp-content%2Fblogs.dir%2F1%2Ffiles%2F2024%2F05%2FRussiamapvoting-e1715346002775.jpg&signature=fe4df2ef4928a553dcc581ff9bc0df96
28,https://thenextweb.com/news/ai-detects-money-laundering-through-cryptocurrencies-on-bitcoin-blockchain,The Next Web,News Article,New AI technique detects money laundering via cryptocurrencies,"Blockchain is often criticised as a solution in search of a problem. But one group of people has already found immense value in the tech: money launderers. Their crimes cause painful headaches for financial institutions, crypto businesses, legitimate law enfo…","Blockchain is often criticised as a solution in search of a problem. But one group of people has already found immense value in the tech: money launderers.
Their crimes cause painful headaches for f… [+4503 chars]",2024-05-01T15:07:26Z,N/A,Thomas Macaulay,N/A,https://img-cdn.tnwcdn.com/image/tnw-blurple?filter_last=1&fit=1280%2C640&url=https%3A%2F%2Fcdn0.tnwcdn.com%2Fwp-content%2Fblogs.dir%2F1%2Ffiles%2F2024%2F05%2FUntitled-design.jpg&signature=0c9173ae60101b19697c5dc6703bfb52
29,https://thenextweb.com/news/tornado-cash-dev-alexey-pertsev-5-years-prison-money-laundering,The Next Web,News Article,Tornado Cash dev Alexey Pertsev gets 5 years prison-time for money laundering,"Alexey Pertsev, the developer behind crypto mixer Tornado Cash, has been found guilty of money laundering by a Dutch court at ‘s-Hertogenbosch. Pertsev, was first imprisoned in the Netherlands, where he has been residing, in August 2022 on charges of money la…","Alexey Pertsev, the developer behind crypto mixer Tornado Cash, has been found guilty of money laundering by a Dutch court at s-Hertogenbosch.
Pertsev, was first imprisoned in the Netherlands, where… [+2284 chars]",2024-05-14T14:28:41Z,N/A,Ioanna Lykiardopoulou,N/A,https://img-cdn.tnwcdn.com/image/tnw-blurple?filter_last=1&fit=1280%2C640&url=https%3A%2F%2Fcdn0.tnwcdn.com%2Fwp-content%2Fblogs.dir%2F1%2Ffiles%2F2024%2F05%2FTornado-Cash-.jpg&signature=9e4da9c3b9acf3f174a496eadf2ac395
30,https://www.investors.com/news/coinbase-stock-q1-earnings-beat-bitcoin-cryptocurrency/,Investor's Business Daily,News Article,"Coinbase Delivers Major Earnings, Revenue Beat Thanks To Soaring Bitcoin Prices, Crypto Interest","Coinbase transaction revenue more-than doubled as crypto prices, participation rally with bitcoin.","Coinbase posted a major first-quarter beat late Thursday, driven by bitcoin's start-of-the-year boom and renewed interest in cryptocurrencies. Meanwhile, bitcoin rebounded slightly after falling on W… [+3758 chars]",2024-05-02T21:20:43Z,N/A,Investor's Business Daily,N/A,https://www.investors.com/wp-content/uploads/2023/12/Stock-coinbase-02-adobe.jpg
31,https://time.com/6978468/tiktok-frank-mccourt-ban-sale/,Time,News Article,Billionaire Frank McCourt Wants to Buy TikTok. Here’s Why He Thinks He Could Save It,McCourt hopes to buy TikTok without its central algorithm—and put its users in charge of their data.,"Billionaire Frank McCourt has long argued that the internet needs to be radically changed on an infrastructural level in order to reduce its toxicity, misinformation, and extractive nature. Now, hes … [+6498 chars]",2024-05-16T15:21:32Z,N/A,Andrew R. Chow,N/A,https://api.time.com/wp-content/uploads/2024/05/GettyImages-1782071307.jpg?quality=85&crop=0px%2C0px%2C1024px%2C536px&resize=1200%2C628&strip
32,http://coolhunting.com/culture/global-dialogues-at-the-60th-venice-biennale/,Cool Hunting,News Article,Global Dialogues at the 60th Venice Biennale,"Exhibitions intricately woven into the fabric of Venice's historic and modern spaces Amid the grand spectacle of art, culture and dialogue that defines the 60th Venice Biennale, a series of peripheral events …","Exhibitions intricately woven into the fabric of Venice's historic and modern spaces


Read
Culture





Global Dialogues at the 60th Venice Biennale



Exhibitions intricately woven into the fabri… [+8795 chars]",2024-05-01T21:10:19Z,N/A,David Graver,N/A,https://150102931.v2.pressablecdn.com/wp-content/uploads/2024/05/FOTO-7_Kabakov_The-fallen-chandelier-1997-scaled.jpg
33,https://www.digitaltrends.com/gaming/phoenix-labs-dauntless-fae-farm-layoffs-100-workers/,Digital Trends,News Article,Dauntless dev lays off over 100 people as it cancels in-development projects,Phoenix Labs confirmed that it was restructuring its business and laying off workers. This is the third such announcement in little over a year.,"Phoenix Labs
Phoenix Labs is seeing its third round of layoffs in just over a year. According to reports, over 100 people were affected this time around and projects have been canceled.
The company… [+1690 chars]",2024-05-16T19:21:26Z,N/A,Carli Velocci,N/A,https://www.digitaltrends.com/wp-content/uploads/2020/05/dauntless-crossplay.jpg?resize=1200%2C630&p=1
34,https://boehs.org/node/bountysource,Boehs.org,News Article,"Bountysource Stole at Least $17,000 from Open Source Developers",This is why people say the open source ecosystem sucks.,"in
blog
tags
date
5/3/2024
I like open source. I like the idea of gifts to the commons. I like the idealism, this naïve belief that if we all do our part, we can make beautiful things together. … [+3125 chars]",2024-05-03T23:40:27Z,N/A,Evan Boehs,N/A,https://boehs.org/og/node/bountysource.png
35,https://blog.kraken.com/crypto-education/opinion-why-there-will-never-be-another-bitcoin,Kraken.com,News Article,Why there will never be another Bitcoin,"On October 31, 2008, an unknown coder named Satoshi Nakamoto published a paper that laid the foundation for an entirely new monetary system – 15 years later, the world is only just catching on to its true value and potential.","By Pete Rizzo, Kraken Editor at Large
Pete Rizzo is a leading Bitcoin Historian and author of over 2,000 articles on cryptocurrency. He is also an Editor at Bitcoin Magazine.
The views and opinions… [+12052 chars]",2024-04-19T22:44:38Z,N/A,", KrakenFX",N/A,https://blog.kraken.com/wp-content/uploads/2023/09/Blog-BTC.png
36,https://paper.wf/crypto-agorism/the-dangers-of-decentralized-id-systems,Paper.wf,News Article,"The dangers of ""decentralized"" ID systems","Many decentralized identity protocols are being developed, which claim to increase users’ privacy, enable interoperability and convenient...","Many decentralized identity protocols are being developed, which claim to increase users privacy, enable interoperability and convenient single sign-ons, protect against identity theft and allow self… [+13534 chars]",2024-04-21T19:30:33Z,N/A,crypto-agorism,N/A,https://paper.wf/img/avatars/c.png
37,https://www.bitsaboutmoney.com/archive/the-business-of-wallets/,Bitsaboutmoney.com,News Article,The business of wallets,"How digital wallets work, and how payment costs drive a lot of product decisions inside and around them.","One of the best series of credit card commercials was the now-classic Capital One Whats in your wallet?, which reimagined the user as either an observer of or participant in family-friendly Viking ra… [+31375 chars]",2024-05-02T12:24:13Z,N/A,Patrick McKenzie (patio11),N/A,https://www.bitsaboutmoney.com/content/images/2024/05/business-of-wallets-logo.webp
38,https://www.marketwatch.com/story/crypto-industrys-lobbying-hit-a-record-in-2023-and-is-off-to-a-strong-start-in-2024-fa740b43,MarketWatch,News Article,Crypto industry’s lobbying hit a record in 2023 — and is off to a strong start in 2024,"The cryptocurrency industry’s spending on Washington lobbying rose to a fresh record last year, while it’s started out 2024 with more sizable spending to influence the U.S. government.","The cryptocurrency industrys spending on Washington lobbying rose to a fresh record again last year with companies and trade associations shelling out nearly $25 million, beating 2022s total of more … [+2801 chars]",2024-05-10T12:00:00Z,N/A,Victor Reklaitis,N/A,https://images.mktw.net/im-61553693/social
39,https://www.sciencedaily.com/releases/2024/05/240510111420.htm,Science Daily,News Article,Blockchain could offer a solution to the UK's transport ticketing systems,"A new approach to transport ticketing offers a step towards an integrated, transparent system that works efficiently for both ticket providers and passengers across all modes of transport.","A new approach to transport ticketing offers a step towards an integrated, transparent system that works efficiently for both ticket providers and passengers across all modes of transport.Traditional… [+2902 chars]",2024-05-10T15:14:20Z,N/A,N/A,N/A,https://www.sciencedaily.com/images/scidaily-icon.png
40,https://www.theregister.com/2024/05/14/biden_mineone_cryptocurrency/,Theregister.com,News Article,A Chinese crypto farm next to a nuclear missile base? Not on my watch says Biden,"White House contends MineOne's equipment could be used to for surveillance and espionage
If you're a majority Chinese-owned company looking for cheap real estate in the US, you might want to steer clear of American missile silos and military bases.…","If you're a majority Chinese-owned company looking for cheap real estate in the US, you might want to steer clear of American missile silos and military bases.
Cryptomining firm MineOne found this o… [+2492 chars]",2024-05-14T23:30:09Z,N/A,Tobias Mann,N/A,https://regmedia.co.uk/2024/02/01/shutterstock_biden.jpg
41,https://www.theregister.com/2024/05/18/distros_ai_code/,Theregister.com,News Article,"Gentoo and NetBSD ban 'AI' code, but Debian doesn't – yet","The problem isn't just that LLM-bot generated code is bad – it's where it came from
Comment The Debian project has decided against joining Gentoo Linux and NetBSD in rejecting program code generated with the assistance of LLM tools, such as Github's Copilot.…","Comment The Debian project has decided against joining Gentoo Linux and NetBSD in rejecting program code generated with the assistance of LLM tools, such as Github's Copilot.
The first FOSS OS proje… [+13403 chars]",2024-05-18T08:34:13Z,N/A,Liam Proven,N/A,https://regmedia.co.uk/2019/02/18/shutterstock_penguin_hug.jpg
42,https://ritholtz.com/2024/04/transcript-ashish-shah/,Ritholtz.com,News Article,"Transcript: Ashish Shah, CIO GSAM","﻿     The transcript from this week’s, MiB: Ashish Shah, CIO, Public Investing, Goldman Sachs Asset Management, is below. You can stream and download our full conversation, including any podcast extras, on Apple Podcasts, Spotify, YouTube, and Bloomberg. All …","The transcript from this weeks, MiB: Ashish Shah, CIO, Public Investing, Goldman Sachs Asset Management, is below.
You can stream and download our full conversation, including any podcast extras, on… [+62202 chars]",2024-04-23T12:30:02Z,N/A,Barry Ritholtz,N/A,https://ritholtz.com/wp-content/uploads/2023/02/Mib-tile.png
